Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
MSTCLTD,MSTC Limited,2026-06-04,N/A,₹535.70,₹535.70,₹448.00,19.99%,20%,"₹310,771 Cr",131
PANACEABIO,Panacea Biotec Limited,2026-06-04,N/A,₹520.30,₹520.30,₹426.20,20.00%,20%,"₹264,511 Cr",36
CEMPRO,Cemindia Projects Limited,2026-06-04,N/A,₹1127.30,₹1127.30,₹1016.70,9.99%,10%,"₹1,607,346 Cr",14
GKENERGY,GK ENERGY LIMITED,2026-06-04,N/A,₹141.00,₹141.00,₹128.00,9.99%,10%,"₹237,357 Cr",34
OSWALPUMPS,OSWAL PUMPS LIMITED,2026-06-04,N/A,₹398.35,₹398.35,₹378.55,4.99%,5%,"₹376,935 Cr",8
ELLEN,ELLENBARRIE INDUS GASES L,2026-06-04,N/A,₹276.70,₹276.70,₹250.50,10.00%,10%,"₹323,674 Cr",11
AGARIND,Agarwal Industrial Corporation Limited,2026-06-04,N/A,₹503.25,₹503.25,₹449.45,19.99%,20%,"₹62,478 Cr",6
ITDC,India Tourism Development Corporation Limited,2026-06-04,N/A,₹589.15,₹589.15,₹543.60,10.00%,10%,"₹419,408 Cr",4
BHAGERIA,Bhageria Industries Limited,2026-06-04,N/A,₹187.46,₹187.46,₹152.39,20.00%,20%,"₹65,393 Cr",5
BORANA,BORANA WEAVES LIMITED,2026-06-04,N/A,₹338.95,₹338.95,₹321.00,4.99%,5%,"₹74,961 Cr",1
AFIL,AKME FINTRADE (INDIA) LTD,2026-06-04,N/A,₹10.37,₹10.37,₹9.71,4.96%,5%,"₹49,960 Cr",17
LYKALABS,Lyka Labs Limited,2026-06-04,N/A,₹60.36,₹60.36,₹54.65,4.99%,5%,"₹17,880 Cr",1
OILCOUNTUB,Oil Country Tubular Limited,2026-06-04,N/A,₹58.36,₹58.36,₹53.81,4.98%,5%,"₹25,179 Cr",1
SICALLOG,Sical Logistics Limited,2026-06-04,N/A,₹68.80,₹68.80,₹64.00,4.99%,5%,"₹45,560 Cr",0
MOTOGENFIN,The Motor & General Finance Limited,2026-06-04,N/A,₹28.01,₹28.01,₹25.70,4.99%,5%,"₹9,071 Cr",1
