Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
JPPOWER,Jaiprakash Power Ventures Limited,2026-05-27,N/A,₹22.95,₹22.95,₹19.18,19.97%,20%,"₹1,300,931 Cr","12,856"
VIDYAWIRES,VIDYA WIRES LIMITED,2026-05-27,N/A,₹111.77,₹111.77,₹104.01,10.00%,10%,"₹197,313 Cr",157
THOMASCOTT,Thomas Scott (India) Limited,2026-05-27,N/A,₹299.85,₹299.85,₹246.00,19.99%,20%,"₹36,511 Cr",2
SURYALA,Suryalata Spinning Mills Limited,2026-05-27,N/A,₹466.80,₹466.80,₹391.95,20.00%,20%,N/A,0
ALKALI,Alkali Metals Limited,2026-05-27,N/A,₹89.46,₹89.46,₹80.00,20.00%,20%,"₹7,561 Cr",1
MVKAGRO,"MVKAGRO.NS,0P0001SHLC,55200",2026-05-27,N/A,₹471.15,₹471.15,₹424.50,9.99%,10%,"₹7,348 Cr",0
NGIL,Nakoda Group of Industries Limited,2026-05-27,N/A,₹42.26,₹42.26,₹38.50,4.99%,5%,"₹6,249 Cr",2
SALSTEEL,S.A.L. Steel Limited,2026-05-27,N/A,₹56.83,₹56.83,₹52.22,4.99%,5%,"₹68,285 Cr",1
RNBDENIMS,R & B Denims Limited,2026-05-27,N/A,₹11.81,₹11.81,₹11.07,4.98%,5%,"₹27,994 Cr",5
CAPTRUST,Capital Trust Limited,2026-05-27,N/A,₹14.56,₹14.56,₹13.57,4.97%,5%,"₹4,094 Cr",0
USK,Udayshivakumar Infra Limited,2026-05-27,N/A,₹22.51,₹22.51,₹21.02,4.99%,5%,"₹10,343 Cr",0
LASA,Lasa Supergenerics Limited,2026-05-27,N/A,₹8.63,₹8.63,₹8.10,4.99%,5%,"₹3,485 Cr",0
