Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
JUSTDIAL,Just Dial Limited,2026-07-13,N/A,₹676.85,₹676.85,₹601.95,20.00%,20%,"₹477,793 Cr",151
HESTERBIO,Hester Biosciences Limited,2026-07-13,N/A,₹2545.00,₹2545.00,₹2110.00,20.00%,20%,"₹179,695 Cr",5
AJAXENGG,AJAX ENGINEERING LIMITED,2026-07-13,N/A,₹599.70,₹599.70,₹535.00,10.00%,10%,"₹569,461 Cr",3
DBREALTY,Valor Estate Limited,2026-07-13,N/A,₹119.98,₹119.98,₹111.00,5.00%,5%,"₹537,626 Cr",11
GALLANTT,Gallantt Ispat Limited,2026-07-13,N/A,₹700.95,₹700.95,₹661.00,5.00%,5%,"₹1,403,745 Cr",2
KOPRAN,Kopran Limited,2026-07-13,N/A,₹206.66,₹206.66,₹189.01,5.00%,5%,"₹82,823 Cr",4
TAINWALCHM,Tainwala Chemicals and Plastics (India) Limited,2026-07-13,N/A,₹232.00,₹232.00,₹196.20,20.00%,20%,"₹18,031 Cr",1
CHAVDA,"CHAVDA.NS,0P0001RKX4,217000",2026-07-13,N/A,₹104.45,₹104.45,₹92.00,19.99%,20%,"₹31,904 Cr",3
GAYAPROJ,Gayatri Projects Limited,2026-07-13,N/A,₹22.02,₹22.02,₹20.60,4.96%,5%,"₹84,588 Cr",11
IFBAGRO,IFB Agro Industries Limited,2026-07-13,N/A,₹1005.45,₹1005.45,₹950.00,5.00%,5%,"₹78,171 Cr",0
SERVICE,"SERVICE.NS,0P0001RBDB,52000",2026-07-13,N/A,₹57.75,₹57.75,₹54.10,5.00%,5%,"₹5,163 Cr",1
SUNDRMBRAK,Sundaram Brake Linings Limited,2026-07-13,N/A,₹816.10,₹816.10,₹769.00,5.00%,5%,"₹26,651 Cr",0
VINEETLAB,Vineet Laboratories Limited,2026-07-13,N/A,₹33.82,₹33.82,₹31.50,5.00%,5%,"₹5,387 Cr",0
EQUIPPP,Equippp Social Impact Technologies Limited,2026-07-13,N/A,₹24.45,₹24.45,₹22.82,4.98%,5%,"₹20,716 Cr",0
UNIVPHOTO,Universus Photo Imagings Limited,2026-07-13,N/A,₹367.60,₹367.60,₹337.15,5.00%,5%,"₹33,399 Cr",0
GFSTEELS,Grand Foundry Limited,2026-07-13,N/A,₹14.29,₹14.29,₹14.29,5.00%,5%,"₹3,609 Cr",0
