Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
SCHNEIDER,Schneider Electric Infrastructure Limited,2026-06-15,N/A,₹1216.20,₹1216.20,₹1100.00,9.99%,10%,"₹2,413,626 Cr",10
MCLOUD,Magellanic Cloud Limited,2026-06-15,N/A,₹26.66,₹26.66,₹22.50,19.98%,20%,"₹130,348 Cr",194
IRMENERGY,IRM Energy Limited,2026-06-15,N/A,₹280.90,₹280.90,₹261.05,9.98%,10%,"₹95,729 Cr",5
SUMEETINDS,Sumeet Industries Limited,2026-06-15,N/A,₹25.47,₹25.47,₹23.84,4.99%,5%,"₹129,184 Cr",46
RUSHIL,Rushil Décor Limited,2026-06-15,N/A,₹18.19,₹18.19,₹15.05,19.99%,20%,"₹43,569 Cr",47
SARTELE,"SARTELE.NS,0P0001RT0P,168000",2026-06-15,N/A,₹133.50,₹133.50,₹112.00,20.00%,20%,"₹93,584 Cr",2
K2INFRA,"K2INFRA.NS,0P0001SN5I,70800",2026-06-15,N/A,₹60.30,₹60.30,₹52.95,20.00%,20%,"₹28,801 Cr",3
CELLECOR,"CELLECOR.NS,0P0001RM26,155400",2026-06-15,N/A,₹37.80,₹37.80,₹36.05,5.00%,5%,"₹521,782 Cr",2
DBEIL,DEEPAK BUILDERS & ENG I L,2026-06-15,N/A,₹82.69,₹82.69,₹80.50,4.99%,5%,"₹31,970 Cr",1
SEJALLTD,Sejal Glass Limited,2026-06-15,N/A,₹690.50,₹690.50,₹661.50,5.00%,5%,"₹67,193 Cr",0
ATMASTCO,"ATMASTCO.NS,0P0001SEJZ,69600",2026-06-15,N/A,₹186.05,₹186.05,₹178.00,4.99%,5%,"₹62,821 Cr",0
SARVESHWAR,Sarveshwar Foods Limited,2026-06-15,N/A,₹3.60,₹3.60,₹3.51,4.96%,5%,"₹36,801 Cr",7
MANGALAM,Mangalam Drugs & Organics Limited,2026-06-15,N/A,₹29.58,₹29.58,₹27.00,4.97%,5%,"₹3,886 Cr",0
EMAMIREAL,Emami Realty Limited,2026-06-15,N/A,₹87.67,₹87.67,₹83.50,4.99%,5%,"₹37,863 Cr",0
KANCHI,Kanchi Karpooram Limited,2026-06-15,N/A,₹358.25,₹358.25,₹341.20,5.00%,5%,N/A,0
