Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
LUMAXIND,Lumax Industries Limited,2026-02-10,N/A,₹6136.30,₹6136.30,₹5107.50,20.00%,20%,"₹476,471 Cr",2
SMLMAH,SML MAHINDRA LIMITED,2026-02-10,N/A,₹4330.70,₹4330.70,₹3942.80,10.00%,10%,"₹520,181 Cr",2
KAVDEFENCE,KAVVERI DFS & WIR TEC LTD,2026-02-10,N/A,₹75.68,₹75.68,₹69.40,10.00%,10%,"₹21,592 Cr",4
PAVNAIND,Pavna Industries Limited,2026-02-10,N/A,₹22.80,₹22.80,₹19.10,20.00%,20%,"₹26,405 Cr",8
WOMANCART,"WOMANCART.NS,0P0001RQEO,4800",2026-02-10,N/A,₹167.65,₹167.65,₹141.50,9.97%,10%,"₹14,449 Cr",1
LAXMICOT,Laxmi Cotspin Limited,2026-02-10,N/A,₹17.00,₹17.00,₹14.05,19.97%,20%,"₹2,420 Cr",3
KSHITIJPOL,Kshitij Polyline Limited,2026-02-10,N/A,₹2.72,₹2.72,₹2.06,19.82%,20%,"₹2,009 Cr",12
TREJHARA,Trejhara Solutions Limited,2026-02-10,N/A,₹199.51,₹199.51,₹190.60,5.00%,5%,"₹39,692 Cr",0
ABMINTLLTD,ABM International Limited,2026-02-10,N/A,₹53.31,₹53.31,₹36.50,19.99%,20%,"₹4,129 Cr",0
PKTEA,The Peria Karamalai Tea and Produce Company Limited,2026-02-10,N/A,₹738.30,₹738.30,₹738.30,5.00%,5%,"₹18,971 Cr",0
KARMAENG,Karma Energy Limited,2026-02-10,N/A,₹42.99,₹42.99,₹41.01,4.98%,5%,"₹4,129 Cr",0
