Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
RAYMONDREL,Raymond Realty Limited,2026-05-06,N/A,₹569.60,₹569.60,₹489.00,19.99%,20%,"₹314,634 Cr",127
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,2026-05-06,N/A,₹145.29,₹145.29,₹138.11,4.99%,5%,"₹583,149 Cr",16
BHAGYANGR,Bhagyanagar India Limited,2026-05-06,N/A,₹290.20,₹290.20,₹281.00,4.99%,5%,"₹77,065 Cr",1
EMBDL,EMBASSY DEVELOPMENTS LTD,2026-05-06,N/A,₹58.30,₹58.30,₹58.30,19.98%,20%,"₹672,623 Cr",5
VPRPL,Vishnu Prakash R Punglia Limited,2026-05-06,N/A,₹44.41,₹44.41,₹42.70,4.99%,5%,"₹46,127 Cr",3
BNAGROCHEM,BN Agrochem Limited,2026-05-06,N/A,₹289.23,₹289.23,₹237.00,20.00%,20%,N/A,0
KHAICHEM,Khaitan Chemicals and Fertilizers Limited,2026-05-06,N/A,₹57.87,₹57.87,₹55.00,4.99%,5%,"₹46,586 Cr",2
HBESD,HB Estate Developers Limited,2026-05-06,N/A,₹89.56,₹89.56,₹61.05,19.99%,20%,N/A,1
BYKE,The Byke Hospitality Limited,2026-05-06,N/A,₹36.63,₹36.63,₹34.10,4.99%,5%,"₹15,816 Cr",1
MBLINFRA,MBL Infrastructures Limited,2026-05-06,N/A,₹26.79,₹26.79,₹24.87,4.98%,5%,"₹34,185 Cr",1
VISHWAS,"VISHWAS.NS,0P0001SLPT,366400",2026-05-06,N/A,₹51.45,₹51.45,₹43.85,19.93%,20%,"₹7,200 Cr",0
IL&FSENGG,IL&FS Engineering and Construction Company Limited,2026-05-06,N/A,₹26.77,₹26.77,₹25.00,4.98%,5%,"₹29,134 Cr",0
BEDMUTHA,Bedmutha Industries Limited,2026-05-06,N/A,₹107.45,₹107.45,₹104.39,4.99%,5%,"₹28,774 Cr",0
EUROTEXIND,Eurotex Industries and Exports Limited,2026-05-06,N/A,₹16.86,₹16.86,₹16.80,9.98%,10%,"₹1,645 Cr",0
