Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
DIACABS,Diamond Power Infrastructure Limited,2026-07-06,N/A,₹218.77,₹218.77,₹212.60,10.00%,10%,"₹956,869 Cr",132
SPARC,Sun Pharma Advanced Research Company Limited,2026-07-06,N/A,₹263.30,₹263.30,₹241.00,10.00%,10%,"₹704,924 Cr",97
MAZDA,Mazda Limited,2026-07-06,N/A,₹275.38,₹275.38,₹237.79,20.00%,20%,"₹45,546 Cr",10
AARTECH,Aartech Solonics Limited,2026-07-06,N/A,₹57.48,₹57.48,₹46.95,20.00%,20%,"₹15,157 Cr",10
RPSGVENT,RPSG Ventures Limited,2026-07-06,N/A,₹871.30,₹871.30,₹828.15,4.99%,5%,"₹238,656 Cr",1
GAUDIUMIVF,GAUDIUM IVF N WOMEN H L,2026-07-06,N/A,₹122.74,₹122.74,₹117.01,5.00%,5%,"₹74,151 Cr",3
KAMDHENU,Kamdhenu Limited,2026-07-06,N/A,₹32.81,₹32.81,₹31.08,4.99%,5%,"₹76,763 Cr",8
MENONBE,Menon Bearings Limited,2026-07-06,N/A,₹166.70,₹166.70,₹156.00,4.99%,5%,"₹77,538 Cr",1
UNIVASTU,Univastu India Limited,2026-07-06,N/A,₹92.83,₹92.83,₹89.02,5.00%,5%,"₹27,727 Cr",1
MANAKSTEEL,Manaksia Steels Limited,2026-07-06,N/A,₹80.11,₹80.11,₹75.21,4.99%,5%,"₹43,574 Cr",1
KDL,"KDL.NS,0P0001R3KN,9800",2026-07-06,N/A,₹125.45,₹125.45,₹124.95,4.98%,5%,"₹162,074 Cr",1
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,2026-07-06,N/A,₹1208.20,₹1208.20,₹1040.95,20.00%,20%,"₹3,473 Cr",0
MERCURYEV,Mercury Ev-Tech Limited,2026-07-06,N/A,₹37.08,₹37.08,₹34.30,4.98%,5%,"₹58,467 Cr",2
HALDYNGL,Haldyn Glass Limited,2026-07-06,N/A,₹124.86,₹124.86,₹119.00,4.99%,5%,N/A,0
S&SPOWER,S&S Power Switchgear Limited,2026-07-06,N/A,₹372.35,₹372.35,₹337.05,4.99%,5%,"₹38,142 Cr",0
PENINLAND,Peninsula Land Limited,2026-07-06,N/A,₹15.65,₹15.65,₹14.70,4.96%,5%,"₹43,090 Cr",1
VITAL,VITAL CHEMTECH LIMITED,2026-07-06,N/A,₹50.06,₹50.06,₹47.91,4.99%,5%,"₹9,952 Cr",0
