Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
HFCL,HFCL Limited,2026-05-25,N/A,₹163.03,₹163.03,₹155.00,10.00%,10%,"₹2,068,262 Cr","1,067"
PREMEXPLN,Premier Explosives Limited,2026-05-25,N/A,₹714.60,₹714.60,₹596.80,20.00%,20%,"₹319,003 Cr",61
EMMVEE,EMMVEE PHOTOVOLTAIC PWR L,2026-05-25,N/A,₹290.70,₹290.70,₹265.25,9.99%,10%,"₹1,667,911 Cr",117
HARIOMPIPE,Hariom Pipe Industries Limited,2026-05-25,N/A,₹413.20,₹413.20,₹376.00,19.99%,20%,"₹106,204 Cr",23
CRIZAC,CRIZAC LIMITED,2026-05-25,N/A,₹223.99,₹223.99,₹205.00,10.00%,10%,"₹325,313 Cr",8
CORDSCABLE,Cords Cable Industries Limited,2026-05-25,N/A,₹235.60,₹235.60,₹197.41,20.00%,20%,"₹25,280 Cr",7
RUBYMILLS,The Ruby Mills Limited,2026-05-25,N/A,₹273.10,₹273.10,₹230.00,20.00%,20%,"₹75,799 Cr",5
DBREALTY,Valor Estate Limited,2026-05-25,N/A,₹120.94,₹120.94,₹116.34,4.99%,5%,"₹544,469 Cr",7
MODISONLTD,Modison Limited,2026-05-25,N/A,₹209.28,₹209.28,₹209.28,20.00%,20%,"₹56,366 Cr",3
SUNDRMBRAK,Sundaram Brake Linings Limited,2026-05-25,N/A,₹757.00,₹757.00,₹600.00,20.00%,20%,"₹24,721 Cr",0
RVTH,Revathi Equipment India Limited,2026-05-25,N/A,₹802.80,₹803.15,₹677.00,19.95%,20%,"₹20,351 Cr",0
RAJESHEXPO,Rajesh Exports Limited,2026-05-25,N/A,₹112.81,₹112.81,₹107.90,5.00%,5%,"₹276,459 Cr",1
ANLON,"ANLON.NS,0P0001QAIM,6000",2026-05-25,N/A,₹614.00,₹614.00,₹610.00,4.99%,5%,"₹26,271 Cr",0
AVROIND,Avro India Limited,2026-05-25,N/A,₹11.40,₹11.40,₹10.12,9.93%,10%,"₹12,684 Cr",8
PANSARI,Pansari Developers Limited,2026-05-25,N/A,₹286.00,₹286.00,₹260.95,10.00%,10%,"₹41,401 Cr",0
FONEBOX,"FONEBOX.NS,0P0001SATR,25000",2026-05-25,N/A,₹99.90,₹99.90,₹90.00,20.00%,20%,"₹16,797 Cr",0
PAVNAIND,Pavna Industries Limited,2026-05-25,N/A,₹18.80,₹18.80,₹17.81,4.97%,5%,"₹21,772 Cr",0
KAKATCEM,Kakatiya Cement Sugar and Industries Limited,2026-05-25,N/A,₹124.95,₹124.95,₹119.00,5.00%,5%,"₹8,062 Cr",0
