Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
WHIRLPOOL,Whirlpool of India Limited,2026-09-23,N/A,₹865.25,₹865.25,₹722.20,20.00%,20%,"₹911,488 Cr",108
PREMIERPOL,Premier Polyfilm Ltd.,2026-09-23,N/A,₹97.22,₹97.22,₹81.14,20.00%,20%,"₹84,085 Cr",65
FRONTSP,Frontier Springs Limited,2026-09-23,N/A,₹1394.60,₹1394.60,₹1175.40,20.00%,20%,"₹136,767 Cr",4
SUNFLAG,Sunflag Iron and Steel Company Limited,2026-09-23,N/A,₹390.55,₹390.55,₹356.55,10.00%,10%,"₹584,193 Cr",9
DBREALTY,Valor Estate Limited,2026-09-23,N/A,₹101.48,₹101.48,₹96.40,5.00%,5%,"₹456,861 Cr",10
VIDYAWIRES,Vidya Wires Limited,2026-09-23,N/A,₹89.00,₹89.00,₹84.90,4.99%,5%,"₹156,604 Cr",11
JAYBARMARU,Jay Bharat Maruti Limited,2026-09-23,N/A,₹116.10,₹116.10,₹108.12,4.99%,5%,"₹104,313 Cr",4
OMAXAUTO,Omax Autos Limited,2026-09-23,N/A,₹209.94,₹209.94,₹192.21,10.00%,10%,"₹37,361 Cr",2
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,2026-09-23,N/A,₹82.60,₹82.60,₹79.70,5.00%,5%,"₹41,095 Cr",4
KRISHCA,Krishca Strapping Solutions Limited,2026-09-23,N/A,₹192.35,₹192.35,₹162.00,19.99%,20%,"₹40,186 Cr",1
DCMSIL,DCM Shriram International Limited,2026-09-23,N/A,₹77.46,₹77.46,₹70.01,10.00%,10%,"₹55,929 Cr",3
BEWLTD,BEW Engineering Limited,2026-09-23,N/A,₹73.60,₹73.60,₹64.85,19.97%,20%,"₹155,601 Cr",2
EKI,EKI Energy Services Limited,2026-09-23,N/A,₹82.54,₹82.54,₹68.03,19.99%,20%,N/A,1
PPAP,PPAP Automotive Limited,2026-09-23,N/A,₹244.20,₹244.20,₹231.00,4.99%,5%,"₹28,686 Cr",0
IEML,Indian Emulsifiers Limited,2026-09-23,N/A,₹46.35,₹46.35,₹46.35,4.98%,5%,"₹54,551 Cr",1
AMBALALSA,Ambalal Sarabhai Enterprises Limited,2026-09-23,N/A,₹40.58,₹40.58,₹38.80,4.99%,5%,"₹25,741 Cr",1
HITECHGEAR,The Hi-Tech Gears Limited,2026-09-23,N/A,₹560.95,₹560.95,₹540.00,5.00%,5%,"₹87,624 Cr",0
WEWIN,We Win Limited,2026-09-23,N/A,₹47.30,₹47.30,₹43.05,10.00%,10%,"₹3,944 Cr",0
SPRL,SP Refractories Limited,2026-09-23,N/A,₹114.65,₹114.65,₹114.65,4.99%,5%,"₹3,832 Cr",0
