Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
AEROFLEX,Aeroflex Industries Limited,2026-05-07,N/A,₹413.60,₹413.60,₹351.45,19.99%,20%,"₹454,276 Cr",190
GODREJIND,Godrej Industries Limited,2026-05-07,N/A,₹1226.85,₹1226.85,₹1027.50,20.00%,20%,"₹3,429,635 Cr",25
APCOTEXIND,Apcotex Industries Limited,2026-05-07,N/A,₹511.35,₹511.35,₹485.15,19.99%,20%,"₹220,041 Cr",8
MIRCELECTR,MIRC Electronics Limited,2026-05-07,N/A,₹39.75,₹39.75,₹33.44,19.98%,20%,"₹121,872 Cr",69
RPSGVENT,RPSG Ventures Limited,2026-05-07,N/A,₹984.60,₹984.60,₹881.10,10.00%,10%,"₹270,388 Cr",2
ABDL,ALLIED BLEND N DISTILS L,2026-05-07,N/A,₹572.00,₹572.00,₹552.20,4.99%,5%,"₹1,327,952 Cr",3
KALPATARU,KALPATARU LIMITED,2026-05-07,N/A,₹372.55,₹372.55,₹345.00,9.99%,10%,"₹636,720 Cr",3
TVSSCS,TVS Supply Chain Solutions Limited,2026-05-07,N/A,₹122.16,₹122.16,₹116.70,4.99%,5%,"₹446,959 Cr",6
SIGACHI,Sigachi Industries Limited,2026-05-07,N/A,₹20.90,₹20.90,₹19.70,4.97%,5%,"₹66,350 Cr",14
BIRLACABLE,Birla Cable Limited,2026-05-07,N/A,₹164.52,₹164.52,₹157.00,5.00%,5%,"₹40,965 Cr",1
ATMASTCO,"ATMASTCO.NS,0P0001SEJZ,69600",2026-05-07,N/A,₹178.50,₹178.50,₹159.00,9.98%,10%,"₹62,821 Cr",1
NECLIFE,Nectar Lifesciences Limited,2026-05-07,N/A,₹13.56,₹13.56,₹12.33,9.98%,10%,"₹21,864 Cr",10
PENINLAND,Peninsula Land Limited,2026-05-07,N/A,₹17.28,₹17.28,₹16.26,4.98%,5%,"₹47,330 Cr",5
VINEETLAB,Vineet Laboratories Limited,2026-05-07,N/A,₹39.59,₹39.60,₹36.80,4.96%,5%,"₹6,311 Cr",1
WEWIN,We Win Limited,2026-05-07,N/A,₹60.58,₹60.58,₹51.00,19.98%,20%,"₹5,109 Cr",1
MBLINFRA,MBL Infrastructures Limited,2026-05-07,N/A,₹27.99,₹28.00,₹26.00,4.95%,5%,"₹35,736 Cr",1
BYKE,The Byke Hospitality Limited,2026-05-07,N/A,₹38.27,₹38.27,₹36.45,4.99%,5%,"₹16,567 Cr",1
ODIGMA,Odigma Consultancy Solutions Limited,2026-05-07,N/A,₹27.68,₹27.68,₹25.90,4.97%,5%,"₹7,098 Cr",0
