Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
SSFL,"SSFL.NS,0P0001RG1Z,37000",2026-06-08,N/A,₹193.30,₹193.30,₹175.70,9.99%,10%,"₹19,807 Cr",2
TCIFINANCE,TCI Finance Limited,2026-06-08,N/A,₹17.43,₹17.43,₹14.43,19.96%,20%,"₹1,862 Cr",6
SUPREMEENG,Supreme Engineering Limited,2026-06-08,N/A,₹1.05,₹1.05,₹0.99,5.00%,5%,"₹2,178 Cr",10
