Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
OLAELEC,OLA ELECTRIC MOBILITY LTD,2026-04-09,N/A,₹36.32,₹36.32,₹30.30,19.99%,20%,"₹1,265,510 Cr","7,864"
ITDC,India Tourism Development Corporation Limited,2026-04-09,N/A,₹529.35,₹529.35,₹437.10,19.99%,20%,"₹376,837 Cr",121
STLTECH,Sterlite Technologies Limited,2026-04-09,N/A,₹220.56,₹220.56,₹201.61,10.00%,10%,"₹893,599 Cr",141
SAHAJSOLAR,"SAHAJSOLAR.NS,0P0001TBGX,78400",2026-04-09,N/A,₹154.25,₹154.25,₹127.00,19.99%,20%,"₹72,199 Cr",1
ESCONET,"ESCONET.NS,0P0001SEEF,52800",2026-04-09,N/A,₹132.25,₹132.25,₹122.00,9.98%,10%,"₹32,828 Cr",0
UEL,Ujaas Energy Limited,2026-04-09,N/A,₹156.20,₹156.20,₹142.93,10.00%,10%,"₹177,133 Cr",0
GSS,GSS Infotech Limited,2026-04-09,N/A,₹14.41,₹14.41,₹13.10,10.00%,10%,"₹3,085 Cr",2
PRITI,Priti International Limited,2026-04-09,N/A,₹47.14,₹47.14,₹41.41,19.98%,20%,"₹5,225 Cr",0
OMFURN,"OMFURN.NS,0P0001BSSG,26400",2026-04-09,N/A,₹55.80,₹55.80,₹48.00,20.00%,20%,"₹6,352 Cr",0
BAFNAPH,Bafna Pharmaceuticals Limited,2026-04-09,N/A,₹136.13,₹136.13,₹127.00,10.00%,10%,"₹27,523 Cr",0
PURVFLEXI,"PURVFLEXI.NS,0P0001SGEG,9600",2026-04-09,N/A,₹52.60,₹52.60,₹48.55,9.93%,10%,"₹28,588 Cr",0
SAMBHAAV,Sambhaav Media Limited,2026-04-09,N/A,₹6.83,₹6.83,₹6.24,9.98%,10%,"₹10,834 Cr",1
AARTISURF,Aarti Surfactants Limited,2026-04-09,N/A,₹201.45,₹201.45,₹201.45,19.98%,20%,"₹28,250 Cr",0
