Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
LATENTVIEW,Latent View Analytics Limited,2026-04-02,N/A,₹313.40,₹313.40,₹256.75,19.98%,20%,"₹536,025 Cr",643
TAC,"TAC.NS,0P0001SMEB,32400",2026-04-02,N/A,₹482.35,₹482.35,₹433.00,10.00%,10%,"₹87,111 Cr",1
BYKE,The Byke Hospitality Limited,2026-04-02,N/A,₹36.18,₹36.18,₹28.56,20.00%,20%,"₹15,699 Cr",5
HLVLTD,HLV Limited,2026-04-02,N/A,₹7.71,₹7.71,₹6.11,19.91%,20%,"₹42,024 Cr",19
AVPINFRA,"AVPINFRA.NS,0P0001SKGX,219200",2026-04-02,N/A,₹94.70,₹94.70,₹83.35,9.99%,10%,"₹29,679 Cr",1
ORIENTALTL,Oriental Trimex Limited,2026-04-02,N/A,₹6.20,₹6.20,₹4.88,19.92%,20%,"₹3,783 Cr",5
GSS,GSS Infotech Limited,2026-04-02,N/A,₹12.36,₹12.36,₹9.81,20.00%,20%,"₹2,632 Cr",2
PRAENG,Prajay Engineers Syndicate Limited,2026-04-02,N/A,₹21.24,₹21.24,₹18.87,9.99%,10%,"₹12,329 Cr",1
BANKA,Banka BioLoo Limited,2026-04-02,N/A,₹50.57,₹50.57,₹44.26,9.98%,10%,"₹4,463 Cr",0
MCON,"MCON.NS,0P0001QKGC,7000",2026-04-02,N/A,₹41.55,₹41.55,₹41.55,9.92%,10%,"₹11,336 Cr",0
AARTISURF,Aarti Surfactants Limited,2026-04-02,N/A,₹201.60,₹201.60,₹201.00,20.00%,20%,"₹25,613 Cr",0
