Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
OPTIEMUS,Optiemus Infracom Limited,2026-09-22,N/A,₹708.90,₹708.90,₹590.00,20.00%,20%,"₹530,528 Cr",80
AHCL,Anlon Healthcare Limited,2026-09-22,N/A,₹28.86,₹28.86,₹26.91,9.98%,10%,"₹127,318 Cr",700
AASTHA,Aastha Spintex Limited,2026-09-22,N/A,₹81.63,₹81.63,₹74.35,10.00%,10%,N/A,13
MOS,MOS Utility Limited,2026-09-22,N/A,₹6.65,₹6.65,₹6.15,9.92%,10%,"₹401,603 Cr",158
CUBEXTUB,Cubex Tubings Limited,2026-09-22,N/A,₹104.85,₹104.85,₹87.91,19.99%,20%,"₹12,461 Cr",10
RACE,Race Eco Chain Limited,2026-09-22,N/A,₹119.98,₹119.98,₹99.94,19.99%,20%,"₹17,185 Cr",7
RAMCOSYS,Ramco Systems Limited,2026-09-22,N/A,₹592.40,₹592.40,₹564.00,5.00%,5%,"₹184,860 Cr",1
OPTIFIN,Optimus Finance Limited,2026-09-22,N/A,₹16.71,₹16.71,₹13.99,19.96%,20%,"₹10,357 Cr",14
AUSTENG,Austin Engineering Company Limited,2026-09-22,N/A,₹162.85,₹162.85,₹135.00,20.00%,20%,N/A,1
BEWLTD,BEW Engineering Limited,2026-09-22,N/A,₹62.45,₹62.45,₹51.00,19.98%,20%,"₹155,601 Cr",1
IEML,Indian Emulsifiers Limited,2026-09-22,N/A,₹44.15,₹44.15,₹40.50,4.99%,5%,"₹54,551 Cr",1
CRESTO,Cresto Techno Limited,2026-09-22,N/A,₹19.21,₹19.21,₹16.21,19.99%,20%,"₹1,628 Cr",2
ANSALBU,Ansal Buildwell Limited,2026-09-22,N/A,₹90.12,₹90.12,₹75.10,20.00%,20%,"₹5,523 Cr",0
DPWIRES,D.P. Wires Limited,2026-09-22,N/A,₹154.53,₹154.59,₹148.00,4.96%,5%,"₹19,842 Cr",0
NAMAN,Naman Industries Proxima Limited,2026-09-22,N/A,₹42.00,₹42.00,₹42.00,5.00%,5%,"₹12,726 Cr",0
AGSTRA,AGS Transact Technologies Limited,2026-09-22,N/A,₹2.11,₹2.11,₹2.02,4.98%,5%,"₹2,233 Cr",3
SPRL,SP Refractories Limited,2026-09-22,N/A,₹109.20,₹109.20,₹109.20,5.00%,5%,"₹3,832 Cr",0
GVPTECH,GVP Infotech Limited,2026-09-22,N/A,₹7.41,₹7.41,₹7.20,4.96%,5%,"₹11,288 Cr",0
