Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
MUNJALAU,Munjal Auto Industries Limited,2026-08-13,N/A,₹119.79,₹119.79,₹107.73,19.99%,20%,"₹99,077 Cr",415
OMAXE,Omaxe Limited,2026-08-13,N/A,₹98.37,₹98.37,₹86.51,19.99%,20%,"₹149,948 Cr",194
JUBLCPL,Jubilant Agri and Consumer Products Limited,2026-08-13,N/A,₹2322.60,₹2322.60,₹1895.50,20.00%,20%,"₹292,103 Cr",3
ZEEMEDIA,Zee Media Corporation Limited,2026-08-13,N/A,₹8.58,₹8.58,₹8.05,20.00%,20%,"₹46,676 Cr",163
SALSTEEL,S.A.L. Steel Limited,2026-08-13,N/A,₹69.35,₹69.35,₹62.35,9.99%,10%,"₹83,328 Cr",14
GANGAFORGE,Ganga Forging Limited,2026-08-13,N/A,₹2.52,₹2.52,₹2.51,5.00%,5%,"₹3,535 Cr",295
SIGACHI,Sigachi Industries Limited,2026-08-13,N/A,₹27.84,₹27.84,₹26.20,4.98%,5%,"₹88,159 Cr",22
TARMAT,Tarmat Limited,2026-08-13,N/A,₹66.10,₹66.10,₹54.90,19.99%,20%,"₹13,456 Cr",4
ZODIAC,Zodiac Energy Limited,2026-08-13,N/A,₹269.65,₹269.65,₹236.00,9.99%,10%,N/A,1
KHADIM,Khadim India Limited,2026-08-13,N/A,₹93.90,₹93.90,₹87.40,5.00%,5%,"₹14,324 Cr",1
LPDC,Landmark Property Development Company Limited,2026-08-13,N/A,₹7.56,₹7.56,₹6.43,20.00%,20%,"₹8,417 Cr",6
NECLIFE,Nectar Lifesciences Limited,2026-08-13,N/A,₹11.34,₹11.34,₹10.90,5.00%,5%,"₹18,284 Cr",3
AKSHARCHEM,AksharChem (India) Limited,2026-08-13,N/A,₹296.12,₹296.12,₹296.12,5.00%,5%,"₹19,744 Cr",0
GAYAPROJ,Gayatri Projects Limited,2026-08-13,N/A,₹20.16,₹20.16,₹20.16,5.00%,5%,"₹77,690 Cr",2
ONELIFECAP,Onelife Capital Advisors Limited,2026-08-13,N/A,₹32.14,₹32.14,₹29.30,5.00%,5%,"₹9,966 Cr",1
VELJAN,Veljan Denison Limited,2026-08-13,N/A,₹1801.40,₹1801.40,₹1750.00,5.00%,5%,N/A,0
LATTEYS,Latteys Industries Limited,2026-08-13,N/A,₹21.09,₹21.09,₹19.50,4.98%,5%,"₹9,969 Cr",1
ALLETEC,"ALLETEC.NS,0P0001Q78M,263600",2026-08-13,N/A,₹138.00,₹138.00,₹131.45,4.98%,5%,"₹57,700 Cr",0
KSR,KSR Footwear Limited,2026-08-13,N/A,₹29.48,₹29.48,₹26.51,10.00%,10%,"₹4,497 Cr",0
MANGALAM,Mangalam Drugs & Organics Limited,2026-08-13,N/A,₹29.99,₹29.99,₹25.70,9.97%,10%,"₹3,651 Cr",0
GOLDSTAR,Goldstar Power Limited,2026-08-13,N/A,₹7.35,₹7.35,₹7.35,5.00%,5%,"₹24,673 Cr",1
UMAEXPORTS,Uma Exports Limited,2026-08-13,N/A,₹21.12,₹21.12,₹20.01,4.97%,5%,"₹5,918 Cr",0
