Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
LALITHAA,Lalithaa Jewellery Mart Limited,2026-09-04,N/A,₹308.30,₹308.30,₹280.60,9.99%,10%,"₹1,424,803 Cr",238
SMLMAH,SML Mahindra Limited,2026-09-04,N/A,₹6298.50,₹6298.50,₹5719.50,10.00%,10%,"₹756,542 Cr",4
MTARTECH,MTAR Technologies Limited,2026-09-04,N/A,₹7161.00,₹7161.00,₹6850.00,5.00%,5%,"₹1,828,236 Cr",2
NRAIL,N R Agarwal Industries Limited,2026-09-04,N/A,₹595.00,₹595.25,₹496.05,19.95%,20%,"₹82,495 Cr",2
UNITECH,Unitech Limited,2026-09-04,N/A,₹4.08,₹4.08,₹3.71,9.97%,10%,"₹88,598 Cr",144
DSSL,Dynacons Systems & Solutions Limited,2026-09-04,N/A,₹1053.10,₹1053.10,₹990.00,5.00%,5%,"₹111,331 Cr",0
RAJOOENG,Rajoo Engineers Limited,2026-09-04,N/A,₹51.59,₹51.59,₹49.00,4.99%,5%,"₹76,508 Cr",4
MAL,Mangalam Alloys Limited,2026-09-04,N/A,₹38.20,₹38.20,₹37.25,9.93%,10%,"₹8,452 Cr",2
CONSOFINVT,Consolidated Finvest & Holdings Limited,2026-09-04,N/A,₹288.30,₹288.30,₹288.30,4.99%,5%,"₹77,353 Cr",0
SLONE,Slone Infosystems Limited,2026-09-04,N/A,₹188.80,₹188.80,₹180.00,4.98%,5%,"₹6,997 Cr",0
SYSTMTXC,Systematix Corporate Services Limited,2026-09-04,N/A,₹60.23,₹60.23,₹56.00,4.99%,5%,"₹68,361 Cr",1
EMAMIPAP,Emami Paper Mills Limited,2026-09-04,N/A,₹115.92,₹115.92,₹111.70,5.00%,5%,"₹58,208 Cr",0
SUTLEJTEX,Sutlej Textiles and Industries Limited,2026-09-04,N/A,₹40.90,₹40.90,₹38.90,4.98%,5%,"₹56,344 Cr",1
DYNAMIC,Dynamic Services & Security Limited,2026-09-04,N/A,₹148.75,₹148.75,₹139.05,4.98%,5%,"₹53,544 Cr",0
SEL,Sungarner Energies Limited,2026-09-04,N/A,₹320.25,₹320.25,₹307.00,5.00%,5%,"₹6,930 Cr",0
BLUEPEBBLE,Blue Pebble Limited,2026-09-04,N/A,₹84.00,₹84.00,₹73.95,20.00%,20%,"₹8,942 Cr",0
