Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
MARATHON,Marathon Nextgen Realty Limited,2026-08-24,N/A,₹422.80,₹422.80,₹361.60,19.99%,20%,"₹236,679 Cr",32
RAMBHAJO,ADVIT JEWELS LIMITED,2026-08-24,N/A,₹212.89,₹212.89,₹180.85,20.00%,20%,N/A,25
LAMBODHARA,Lambodhara Textiles Limited,2026-08-24,N/A,₹141.69,₹141.69,₹119.50,19.99%,20%,"₹12,204 Cr",10
NAHARINDUS,Nahar Industrial Enterprises Limited,2026-08-24,N/A,₹150.73,₹150.73,₹125.80,20.00%,20%,"₹52,930 Cr",6
SHAH,Shah Metacorp Limited,2026-08-24,N/A,₹3.99,₹3.99,₹3.50,19.82%,20%,"₹32,864 Cr",78
VIVIANA,VIVIANA POWER TECH LTD,2026-08-24,N/A,₹727.00,₹727.00,₹690.00,5.00%,5%,"₹60,597 Cr",0
MAKERSL,Makers Laboratories Ltd,2026-08-24,N/A,₹224.25,₹224.25,₹189.50,20.00%,20%,"₹10,816 Cr",1
BHAGERIA,Bhageria Industries Limited,2026-08-24,N/A,₹223.33,₹223.33,₹215.00,5.00%,5%,"₹80,901 Cr",1
BANG,Bang Overseas Limited,2026-08-24,N/A,₹34.42,₹34.42,₹28.69,19.97%,20%,"₹3,831 Cr",5
BLACKROSE,Black Rose Industries Limited,2026-08-24,N/A,₹113.91,₹113.91,₹109.00,5.00%,5%,N/A,1
MANGALAM,Mangalam Drugs & Organics Limited,2026-08-24,N/A,₹30.44,₹30.44,₹27.10,9.97%,10%,"₹3,999 Cr",2
BAFNAPH,Bafna Pharmaceuticals Limited,2026-08-24,N/A,₹254.55,₹254.55,₹250.00,4.99%,5%,"₹49,980 Cr",0
PENINLAND,Peninsula Land Limited,2026-08-24,N/A,₹16.27,₹16.27,₹16.27,4.97%,5%,"₹44,797 Cr",2
VERTOZ,Vertoz Limited,2026-08-24,N/A,₹38.40,₹38.40,₹37.00,4.98%,5%,"₹27,165 Cr",1
SWASTIK,"SWASTIK.NS,0P0001PTBC,12000",2026-08-24,N/A,₹19.95,₹19.95,₹19.95,5.00%,5%,"₹13,044 Cr",0
