Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
HALEOSLABS,Haleos Labs Limited,2026-04-01,N/A,₹1253.80,₹1253.80,₹1196.70,5.00%,5%,"₹31,462 Cr",0
CRAYONS,"CRAYONS.NS,0P0001R10R,12000",2026-04-01,N/A,₹29.70,₹29.70,₹24.80,20.00%,20%,"₹25,143 Cr",0
ACL,Andhra Cements Limited,2026-04-01,N/A,₹42.82,₹42.82,₹42.00,4.98%,5%,"₹32,759 Cr",0
BANKA,Banka BioLoo Limited,2026-04-01,N/A,₹46.16,₹46.16,₹42.49,9.98%,10%,"₹4,150 Cr",0
AUSOMENT,AuSom Enterprise Limited,2026-04-01,N/A,₹99.03,₹99.03,₹98.69,4.99%,5%,"₹11,198 Cr",0
KANANIIND,Kanani Industries Limited,2026-04-01,N/A,₹1.27,₹1.27,₹1.06,19.81%,20%,"₹2,111 Cr",2
RUCHINFRA,Ruchi Infrastructure Limited,2026-04-01,N/A,₹4.95,₹4.95,₹4.50,19.85%,20%,"₹9,774 Cr",1
AUROIMPEX,"AUROIMPEX.NS,0P0001QZIR,40000",2026-04-01,N/A,₹25.95,₹25.95,₹25.95,19.86%,20%,"₹8,162 Cr",0
TRU,TruCap Finance Limited,2026-04-01,N/A,₹4.86,₹4.86,₹4.59,4.97%,5%,"₹4,820 Cr",0
CYBERMEDIA,Cyber Media (India) Limited,2026-04-01,N/A,₹12.54,₹12.54,₹11.52,10.00%,10%,"₹2,168 Cr",0
CAPTRUST,Capital Trust Limited,2026-04-01,N/A,₹11.55,₹11.55,₹11.20,5.00%,5%,"₹3,236 Cr",0
WEWIN,We Win Limited,2026-04-01,N/A,₹40.70,₹40.70,₹38.25,10.00%,10%,"₹3,432 Cr",0
