Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
THANGAMAYL,Thangamayil Jewellery Limited,2026-09-18,N/A,₹5051.50,₹5051.50,₹4794.50,5.00%,5%,"₹1,301,384 Cr",4
KAMDHENU,Kamdhenu Limited,2026-09-18,N/A,₹41.05,₹41.05,₹39.00,4.99%,5%,"₹96,042 Cr",9
NRL,Nupur Recyclers Limited,2026-09-18,N/A,₹143.98,₹143.98,₹132.90,5.00%,5%,"₹82,362 Cr",2
VETO,Veto Switchgears and Cables Limited,2026-09-18,N/A,₹139.15,₹139.15,₹131.15,5.00%,5%,"₹22,077 Cr",2
TIRUPATIFL,Tirupati Forge Limited,2026-09-18,N/A,₹67.70,₹67.70,₹63.80,4.99%,5%,"₹71,134 Cr",3
KLL,Kaushalya Logistics Limited,2026-09-18,N/A,₹32.45,₹32.45,₹26.75,19.96%,20%,"₹15,341 Cr",3
APTECHT,Aptech Limited,2026-09-18,N/A,₹92.05,₹92.05,₹87.01,5.00%,5%,"₹44,315 Cr",1
SHIVAMAUTO,Shivam Autotech Limited,2026-09-18,N/A,₹19.42,₹19.42,₹16.70,19.95%,20%,"₹21,401 Cr",3
MCLEODRUSS,McLeod Russel India Limited,2026-09-18,N/A,₹44.33,₹44.33,₹42.22,5.00%,5%,"₹38,433 Cr",1
DHABRIYA,Dhabriya Polywood Limited,2026-09-18,N/A,₹490.65,₹490.65,₹460.00,5.00%,5%,"₹43,910 Cr",0
IEML,Indian Emulsifiers Limited,2026-09-18,N/A,₹43.40,₹43.40,₹40.00,4.96%,5%,"₹54,551 Cr",1
NGIL,Nakoda Group of Industries Limited,2026-09-18,N/A,₹38.43,₹38.43,₹35.94,9.99%,10%,"₹5,537 Cr",0
