Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
ITALIANE,"ITALIANE.NS,0P0001SC4D,20000",2026-02-27,N/A,₹44.55,₹44.55,₹41.00,10.00%,10%,"₹4,115 Cr",1
ZENITHSTL,Zenith Steel Pipes & Industries Limited,2026-02-27,N/A,₹5.68,₹5.68,₹5.50,4.99%,5%,"₹6,790 Cr",1
VERTEXPLUS,"VERTEXPLUS.NS,0P0001QK7E,600",2026-02-27,N/A,₹96.60,₹96.60,₹96.60,5.00%,5%,"₹7,670 Cr",0
