Symbol,Company Name,Date,Open,Close,High,Low,Change %,Circuit Limit,Market Cap,Volume
GOKULAGRO,Gokul Agro Resources Limited,2026-03-17,N/A,₹191.00,₹191.00,₹159.72,20.00%,20%,"₹467,801 Cr",473
SHAILY,Shaily Engineering Plastics Limited,2026-03-17,N/A,₹2298.10,₹2298.10,₹1909.10,20.00%,20%,"₹870,312 Cr",20
MOIL,MOIL Limited,2026-03-17,N/A,₹297.65,₹297.65,₹242.35,20.00%,20%,"₹502,709 Cr",154
JINDALPOLY,Jindal Poly Films Limited,2026-03-17,N/A,₹970.70,₹970.70,₹929.40,5.00%,5%,"₹352,470 Cr",5
APEX,Apex Frozen Foods Limited,2026-03-17,N/A,₹361.20,₹361.20,₹323.05,9.99%,10%,"₹93,932 Cr",8
DCMSIL,DCM Shriram International Limited,2026-03-17,N/A,₹84.24,₹84.24,₹71.01,20.00%,20%,"₹60,824 Cr",18
EMBDL,Embassy Developments Limited,2026-03-17,N/A,₹52.32,₹52.32,₹49.22,5.00%,5%,"₹598,900 Cr",18
FISCHER,Fischer Medical Ventures Limited,2026-03-17,N/A,₹34.86,₹34.86,₹33.03,5.00%,5%,"₹188,903 Cr",19
DPEL,"DPEL.NS,0P0001T8MW,69000",2026-03-17,N/A,₹359.35,₹359.35,₹349.95,9.99%,10%,"₹20,909 Cr",2
OILCOUNTUB,Oil Country Tubular Limited,2026-03-17,N/A,₹44.36,₹44.36,₹37.12,19.99%,20%,"₹19,142 Cr",6
RBS,"RBS.NS,0P0001SQ7F,28800",2026-03-17,N/A,₹73.70,₹73.70,₹60.25,19.93%,20%,"₹17,647 Cr",1
TARAPUR,Tarapur Transformers Limited,2026-03-17,N/A,₹24.37,₹24.37,₹23.50,5.00%,5%,"₹3,972 Cr",0
